/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_1.jpeg,가
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_2.jpeg,가
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_3.jpeg,가
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_4.jpeg,가
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_5.jpeg,각
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_6.jpeg,각
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_7.jpeg,각
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_8.jpeg,각
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_9.jpeg,간
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_10.jpeg,간
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_11.jpeg,간
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_12.jpeg,간
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_13.jpeg,갇
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_14.jpeg,갇
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_15.jpeg,갇
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_16.jpeg,갇
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_17.jpeg,갈
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_18.jpeg,갈
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_19.jpeg,갈
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_20.jpeg,갈
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_21.jpeg,갉
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_22.jpeg,갉
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_23.jpeg,갉
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_24.jpeg,갉
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_25.jpeg,갊
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_26.jpeg,갊
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_27.jpeg,갊
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_28.jpeg,갊
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_29.jpeg,감
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_30.jpeg,감
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_31.jpeg,감
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_32.jpeg,감
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_33.jpeg,갑
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_34.jpeg,갑
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_35.jpeg,갑
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_36.jpeg,갑
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_37.jpeg,값
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_38.jpeg,값
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_39.jpeg,값
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_40.jpeg,값
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_41.jpeg,갓
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_42.jpeg,갓
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_43.jpeg,갓
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_44.jpeg,갓
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_45.jpeg,갔
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_46.jpeg,갔
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_47.jpeg,갔
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_48.jpeg,갔
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_49.jpeg,강
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_50.jpeg,강
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_51.jpeg,강
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_52.jpeg,강
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_53.jpeg,갖
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_54.jpeg,갖
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_55.jpeg,갖
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_56.jpeg,갖
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_57.jpeg,갗
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_58.jpeg,갗
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_59.jpeg,갗
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_60.jpeg,갗
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_61.jpeg,같
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_62.jpeg,같
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_63.jpeg,같
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_64.jpeg,같
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_65.jpeg,갚
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_66.jpeg,갚
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_67.jpeg,갚
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_68.jpeg,갚
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_69.jpeg,갛
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_70.jpeg,갛
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_71.jpeg,갛
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_72.jpeg,갛
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_73.jpeg,개
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_74.jpeg,개
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_75.jpeg,개
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_76.jpeg,개
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_77.jpeg,객
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_78.jpeg,객
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_79.jpeg,객
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_80.jpeg,객
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_81.jpeg,갠
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_82.jpeg,갠
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_83.jpeg,갠
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_84.jpeg,갠
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_85.jpeg,갤
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_86.jpeg,갤
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_87.jpeg,갤
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_88.jpeg,갤
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_89.jpeg,갬
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_90.jpeg,갬
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_91.jpeg,갬
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_92.jpeg,갬
/home/briankim/Git/tensorflow-hangul-recognition/tools/../image-data/hangul-images/hangul_93.jpeg,갭
